checked,lastUpdated,link,phanLoai,boNganh,cauHoi,cauTraLoi,TTHCLienQuan,cauHoiLienQuan
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19676&row_limit=1,"['Công dân', 'Doanh nghiệp']",Bộ Công an,Hồ sơ đề nghị cấp giấy phép vận chuyển như thế nào?,"Theo quy định tại Khoản 3 Điều 44 Luật quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ thì Hồ sơ đề nghị cấp Giấy phép vận chuyển vật liệu nổ công nghiệp đối với đối tượng không thuộc phạm vi quản lý của Bộ Quốc phòng bao gồm:a) Văn bản đề nghị nêu rõ lý do, khối lượng, số lượng, chủng loại vật liệu nổ công nghiệp cần vận chuyển; nơi đi, nơi đến, thời gian và tuyến đường vận chuyển; họ và tên, địa chỉ của người chịu trách nhiệm vận chuyển, người điều khiển phương tiện; biển kiểm soát của phương tiện; b) Bản sao Giấy chứng nhận đăng ký doanh nghiệp, Giấy chứng nhận đủ điều kiện về an ninh, trật tự để sản xuất, kinh doanh, sử dụng vật liệu nổ công nghiệp của tổ chức, doanh nghiệp nhận vật liệu nổ công nghiệp;c) Các loại giấy tờ chứng minh đủ điều kiện vận chuyển vật liệu nổ công nghiệp theo quy định tại các điểm a, b và c khoản 1 Điều 44 Luật quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ;d) Giấy giới thiệu kèm theo bản sao thẻ Căn cước công dân, Chứng minh nhân dân, Hộ chiếu hoặc Chứng minh Công an nhân dân của người đến liên hệ.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000554'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19529&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19675&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14701&row_limit=1,"['Công dân', 'Tổ chức khác']",Bộ Nông nghiệp và Môi trường,"Kính gửi Cục Quản lý chất lượng nông lâm sản và thủy sản, công ty tôi phải nộp những hồ sơ gì khi thực hiện TTHC đăng ký hoạt động chứng nhận (đề nghị cấp bổ sung, sửa đổi)?","Thành phần hồ sơ thực hiện TTHC cấp bổ sung, sửa đổi Giấy chứng nhận đăng ký hoạt động chứng nhận bao gồm:- Đơn đăng ký bổ sung, sửa đổi hoạt động chứng nhận theo Mẫu số 05 Phụ lục ban hành kèm theo Nghị định 107.- Danh sách bổ sung, sửa đổi chuyên gia đánh giá theo Mẫu số 02 Phụ lục II Nghị định 154 và các chứng chỉ, tài liệu liên quan đối với mỗi chuyên gia gồm: Bản sao Quyết định tuyển dụng hoặc Hợp đồng lao động; bản sao các bằng cấp, chứng chỉ theo quy định tại khoản 3 Điều 17 Nghị định 107; tóm tắt quá trình công tác, kinh nghiệm hoạt động đánh giá theo Mẫu số 03 Phụ lục II Nghị định 154 và tài liệu chứng minh kinh nghiệm hoạt động đánh giá của chuyên gia đánh giá.- Tài liệu chứng minh năng lực hoạt động chứng nhận bổ sung, sửa đổi đáp ứng các yêu cầu quy định tại khoản 2 Điều 17 Nghị định 107, cụ thể như sau: Trường hợp tổ chức chứng nhận đã được tổ chức công nhận quy định tại Điều 21 Nghị định 107 hoặc tổ chức công nhận nước ngoài quy định tại Điều 25 Nghị định 107 công nhận nhưng có phạm vi đăng ký hoạt động rộng hơn phạm vi được công nhận, tổ chức chứng nhận nộp bản sao Chứng chỉ công nhận kèm theo phạm vi được công nhận và các tài liệu, quy trình chứng nhận, các tài liệu khác liên quan để chứng minh năng lực hoạt động phù hợp với các yêu cầu của tiêu chuẩn tương ứng quy định tại khoản 2 Điều 17 Nghị định 107 đối với phạm vi chưa được công nhận.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003341'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14699&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14700&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19663&row_limit=1,"['Công dân', 'Tổ chức khác']",Bộ Công an,"Thủ tục cấp giấy phép sửa chữa công cụ hỗ trợ đối với cơ quan, tổ chức ở địa phương không thuộc phạm vi quản lý của Bộ Quốc phòng thực hiện như thế nào?","Theo quy định tại Khoản 1 Điều 60 Luật quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ và Điểm a khoản 4 Điều 3 Thông tư số 16/2018/TT-BCA ngày 15/5/2018 của Bộ Công an quy định chi tiết thi hành một số điều của Luật quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ thì thủ tục đề nghị cấp giấy phép sửa chữa công cụ hỗ trợ đối với cơ quan, tổ chức ở địa phương không thuộc phạm vi quản lý của Bộ Quốc phòng thực hiện như sau: a) Hồ sơ đề nghị bao gồm: văn bản đề nghị nêu rõ số lượng, chủng loại công cụ hỗ trợ cần sửa chữa, nơi sửa chữa, thời gian sửa chữa; giấy giới thiệu kèm theo bản sao thẻ Căn cước công dân, Chứng minh nhân dân, Hộ chiếu hoặc Chứng minh Công an nhân dân của người đến liên hệ;b) Hồ sơ lập thành 01 bộ và nộp tại Phòng Cảnh sát QLHC về TTXH;c) Trong thời hạn 05 ngày làm việc kể từ ngày nhận đủ hồ sơ, Phòng Cảnh sát QLHC về TTXH cấp Giấy phép sửa chữa công cụ hỗ trợ; trường hợp không cấp phải trả lời bằng văn bản và nêu rõ lý do.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000331'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19600&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19662&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19576&row_limit=1,"['Công dân', 'Tổ chức khác']",Bộ Công an,Thủ tục thu hồi vũ khí quân dụng thực hiện như thế nào?,"Theo quy định tại Khoản 1,2 và 3 Điều 11 Luật quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ thì cơ quan, tổ chức, doanh nghiệp có trách nhiệm lập hồ sơ, làm thủ tục đề nghị thu hồi. Hồ sơ đề nghị bao gồm: a) Văn bản đề nghị thu hồi; b) Giấy giới thiệu kèm theo bản sao thẻ Căn cước công dân, Chứng minh nhân dân, Hộ chiếu, Chứng minh Công an nhân dân cấp của người đến liên hệ.2. Hồ sơ lập thành 01 bộ và nộp tại cơ quan cấp giấy phép.3. Trong thời hạn 05 ngày làm việc kể từ ngày nhận đủ hồ sơ, cơ quan có thẩm quyền cấp giấy phép phải thu hồi vũ khí và giấy phép.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000330'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19574&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19575&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19783&row_limit=1,"['Công dân', 'Tổ chức khác']",Bộ Công an,Tôi là công dân Việt Nam có chồng là người Mỹ cần chuẩn bị giấy tờ gì để xin cấp Giấy Miễn thị thực cho chồng?,"Theo quy định tại Điều 6, Nghị định 82/2015/NĐ-CP, trường hợp này hồ sơ gồm: - Hộ chiếu của người chồng; - Tờ khai đề nghị cấp Giấy miễn thị thực (mẫu NA9 ban hành theo Thông tư số 04/2015/TT-BCA). - Bản sao chứng thực từ bản chính hoặc kèm theo bản chính để đối chiếu Giấy đăng ký kết hôn của hai vợ chồng.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003144'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19763&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19785&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19574&row_limit=1,"['Công dân', 'Tổ chức khác']",Bộ Công an,Vũ khí quân dụng thu hồi trong các trường hợp nào?,"Theo quy định tại Khoản 1 Điều 10 Luật quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ thì Vũ khí quân dụng thu hồi trong các trường hợp sau đây:a) Cơ quan, tổ chức, doanh nghiệp giải thể, chuyển đổi, chia, tách, hợp nhất, sáp nhập;b) Vũ khí quân dụng không còn nhu cầu sử dụng, hết hạn sử dụng hoặc không còn khả năng sử dụng;c) Không thuộc đối tượng được trang bị theo quy định của Luật quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000330'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19575&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19576&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15454&row_limit=1,"['Doanh nghiệp', 'Tổ chức khác']",Bộ Tài nguyên và Môi trường,Để thực hiện TTHC chấp thuận nhập khẩu phế liệu không thuộc danh mục phế liệu được phép nhập khẩu để phân tích cần truy cập địa chỉ nào?,Địa chỉ truy cập: https://vnsw.gov.vn,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001502'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15453&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15472&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14428&row_limit=1,['Tổ chức khác'],Bộ Nông nghiệp và Môi trường,"Khi nào các tổ chức, cá nhân có thể gửi đề xuất nhiệm vụ khoa học và công nghệ cấp Bộ Nông nghiệp và PTNT và gửi về đâu?","Định kỳ hàng năm theo thông báo trên trang thông tin điện tử của Bộ Nông nghiệp và PTNT hoặc đột xuất nếu cấp thiết, các tổ chức, cá nhân gửi trực tiếp hoặc qua đường bưu điện đề xuất đặt hàng đề tài, dự án về Bộ (qua Vụ Khoa học Công nghệ và Môi trường).",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000994'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14429&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14430&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30420&row_limit=1,['Công dân'],Bộ Nội vụ,Các trường hợp nào thì được tuyển dụng đặc biệt vào làm công chức?,"Căn cứ quy định tại khoản 3 Điều 1 Thông tư số 03/2019/TT-BNV ngày 14/5/2019 của Bộ trưởng Bộ Nội vụ sửa đổi, bổ sung một số quy định về tuyển dụng công chức, viên chức, nâng ngạch công chức, thăng hạng chức danh nghề nghiệp viên chức và thực hiện chế độ hợp đồng một số loại công việc trong cơ quan hành chính nhà nước, đơn vị sự nghiệp công lập thì những trường hợp sau đây được xem xét tuyển dụng đặc biệt vào làm công chức:
- Các trường hợp có bằng tốt nghiệp đại học trở lên và có ít nhất 05 năm công tác ở vị trí việc làm yêu cầu trình độ đào tạo đại học trở lên quy định tại Điều 19 Nghị định số 24/2010/NĐ-CP được sửa đổi, bổ sung tại khoản 11 Điều 1 Nghị định số 161/2018/NĐ-CP, bao gồm:
+ Viên chức trong các đơn vị sự nghiệp công lập, đã có thời gian làm viên chức từ đủ 05 năm (60 tháng) trở lên, tính từ thời điểm được tuyển dụng viên chức (không kể thời gian tập sự);
+ Người hưởng lương trong lực lượng vũ trang (quân đội, công an) và người làm công tác cơ yếu, đã có thời gian công tác từ đủ 05 năm (60 tháng) trong lực lượng vũ trang (quân đội, công an) hoặc làm công tác cơ yếu, tính từ thời điểm có quyết định tuyển dụng chính thức vào quân đội, công an hoặc tại các tổ chức của lực lượng cơ yếu;
+ Người đang giữ chức danh, chức vụ (Chủ tịch Hội đồng thành viên, Chủ tịch công ty, Thành viên Hội đồng thành viên, Kiểm soát viên, Tổng giám đốc, Phó Tổng giám đốc, Giám đốc, Phó Giám đốc, Kế toán trưởng) tại doanh nghiệp là công ty trách nhiệm hữu hạn một thành viên mà Nhà nước nắm giữ 100% vốn điều lệ hoặc được cử làm đại diện phần vốn nhà nước giữ các chức danh quản lý (Chủ tịch Hội đồng quản trị, Chủ tịch Hội đồng thành viên, Thành viên Hội đồng quản trị, Tổng giám đốc, Phó Tổng giám đốc, Giám đốc, Phó Giám đốc) tại doanh nghiệp mà Nhà nước nắm giữ trên 50% vốn điều lệ, đã có thời gian công tác có đóng bảo hiểm xã hội bắt buộc từ đủ 05 năm (60 tháng), không kể thời gian thử việc.
- Các trường hợp đã là cán bộ, công chức từ cấp huyện trở lên sau đó được cấp có thẩm quyền đồng ý điều động, luân chuyển (không thuộc trường hợp giải quyết chế độ thôi việc) đến làm việc tại đơn vị sự nghiệp công lập, lực lượng vũ trang, cơ yếu, tổ chức chính trị - xã hội - nghề nghiệp, tổ chức xã hội, tổ chức xã hội - nghề nghiệp hoặc được bổ nhiệm giữ chức danh, chức vụ tại doanh nghiệp là công ty trách nhiệm hữu hạn một thành viên mà Nhà nước nắm giữ 100% vốn điều lệ hoặc được cử làm đại diện phần vốn nhà nước giữ các chức danh quản lý tại doanh nghiệp mà Nhà nước nắm giữ trên 50% vốn điều lệ.
- Đối với trường hợp được tiếp nhận công chức để bổ nhiệm chức danh lãnh đạo, quản lý từ cấp phòng trở lên thì quy trình tiếp nhận vào công chức không qua thi tuyển được thực hiện đồng thời với quy trình về công tác bổ nhiệm công chức giữ chức vụ lãnh đạo, quản lý:
+ Trường hợp cơ quan có thẩm quyền tuyển dụng là cơ quan có thẩm quyền bổ nhiệm thì thực hiện đồng thời quy trình tiếp nhận vào công chức không qua thi tuyển với quy trình về công tác bổ nhiệm công chức giữ chức vụ lãnh đạo, quản lý;
+ Trường hợp cơ quan có thẩm quyền tuyển dụng không phải là cơ quan có thẩm quyền bổ nhiệm thì cơ quan có thẩm quyền tuyển dụng xem xét về tiêu chuẩn, điều kiện tiếp nhận vào công chức không qua thi tuyển, sau đó có văn bản gửi đến cơ quan có thẩm quyền bổ nhiệm để xem xét việc tiếp nhận và bổ nhiệm theo thẩm quyền.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005385'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30421&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30422&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14912&row_limit=1,['Công dân'],Bộ Nông nghiệp và Môi trường,"Cơ sở có Giấy chứng nhận ATDB bị rách, cũ nát hoặc bị mất có nhu cầu cấp đổi Giấy chứng nhận thì cần làm các thủ tục gì?","Cơ sở gửi hồ sơ tới cơ quan quản lý nhà nước đã cấp Giấy chứng nhận trước đây. Hồ sơ gồm:1. Đơn đăng ký (Phụ lục VIa) hoặc văn bản đề nghị (Phụ lục VIb) ban hành kèm theo Thông tư 14/2016/TT-BNNPTNT;2. Giấy chứng nhận được cấp đổi giữ nguyên số, ngày cấp và mọi thông tin ghi trong Giấy chứng nhận đã cấp.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005307'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14913&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14917&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14856&row_limit=1,['Công dân'],Bộ Nông nghiệp và Môi trường,Cơ sở ông A muốn trở thành cơ sở khảo nghiệm thuốc thú y thì cần điều kiện gì?,"Theo quy định tại Điều 88 Luật thú y và Điều 20 Nghị định 35/2016/NĐ-CP ngày 15/5/2016 của Chính phủ quy định chi tiết một số điều của Luật thú y, Khoản 5 Điều 2 Nghị định số 123/2018/NĐ-CP ngày 17/9/2018 của Chính Phủ sửa đổi, bổ sung một số Nghị định quy định về điều kiện đầu tư, kinh doanh trong lĩnh vực nông nghiệp, cơ sở ông A muốn trở thành cơ sở khảo nghiệm thuốc thú y phải đáp ứng yêu cầu về điều kiện như sau:- Người phụ trách kỹ thuật của tổ chức khảo nghiệm phải có Chứng chỉ hành nghề thú y.- Người lao động có trình độ chuyên môn phù hợp và đã được tập huấn về khảo nghiệm thuốc thú y.- Không trực tiếp đứng tên đăng ký hoặc không được nhận ủy quyền đứng tên đăng ký thuốc thú y tại Việt Nam.- Nơi chăn nuôi, nuôi trồng thủy sản đáp ứng các Điều kiện sau đây:+ Có hàng rào hoặc tường bao quanh bảo đảm ngăn chặn được người, động vật từ bên ngoài vào cơ sở;+ Có nguồn nước sạch;+ Có chuồng, ao, bể nuôi động vật với diện tích đảm bảo mật độ nuôi theo quy trình khảo nghiệm;+ Có số lượng động vật đáp ứng được việc khảo nghiệm theo quy định của Bộ Nông nghiệp và Phát triển nông thôn; có nơi riêng biệt để nuôi động vật thí nghiệm, có hệ thống xử lý chất thải, nước thải có khu vực để xử lý xác động vật, bệnh phẩm.+ Nơi sản xuất, chế biến và kho chứa thức ăn chăn nuôi phải cách biệt với nơi để các hóa chất độc hại và có biện pháp phòng chống côn trùng, động vật gây hại;+ Khu vực chuồng nuôi, ao, bể nuôi có nơi chứa thức ăn cách biệt và được thiết kế đáp ứng yêu cầu bảo quản.-Có hoặc thuê cơ sở kiểm nghiệm thuốc thú y đáp ứng điều kiện theo quy định tại Điều 19 của Nghị định này.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003537'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14855&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14934&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14683&row_limit=1,['Công dân'],Bộ Nông nghiệp và Môi trường,Hồ sơ đăng ký hoạt động ứng phó và khắc phục hậu quả thiên tai tại Việt Nam gồm những loại giấy tờ gì?,"Hồ sơ đăng ký bao gồm: a) Đơn (hoặc văn bản) đề nghị tham gia ứng phó và khắc phục hậu quả thiên tai tại Việt Nam, trong đó bao gồm các nội dung: Tên tổ chức, cá nhân; mục đích của hoạt động; thời gian, địa điểm dự kiến thực hiện;b) Danh mục hàng hóa, vật tư, trang thiết bị hỗ trợ;c) Danh sách người tham gia.(Điều 15, Nghị Định 160/2018/NĐ-CP)",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003449'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14684&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14685&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14876&row_limit=1,['Công dân'],Bộ Nông nghiệp và Môi trường,"Khi có nhu cầu đăng ký kiểm dịch động vật, sản phẩm động vật trên cạn xuất khẩu thì doanh nghiệp đăng ký với cơ quan nào?","Khi có nhu cầu đăng ký kiểm dịch kiểm dịch động vật, sản phẩm động vật trên cạn xuất khẩu tổ chức/cá nhân đăng ký với Chi cục Thú y vùng, Chi cục Kiểm dịch động vật vùng trực thuộc Cục Thú y hoặc cơ quan quản lý chuyên ngành thú y cấp tỉnh được Cục Thú y ủy quyền.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003264'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14877&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14883&row_limit=1']"
False,2025-05-28 01:24:48.761611,https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30438&row_limit=1,['Tổ chức khác'],Bộ Nội vụ,"Khi dự thi hoặc xét thăng hạng chức danh nghề nghiệp viên chức thì tôi cần phải nộp các loại hồ sơ, giấy tờ gì? Nộp cho ai?","Theo quy định tại Điều 10 Thông tư số 12/2012/TT-BNV ngày 18/12/2012 của Bộ Nội vụ quy định về chức danh nghề nghiệp và thay đổi chức danh nghề nghiệp đối với viên chức thì khi đăng ký dự thi hoặc xét thăng hạng chức danh nghề nghiệp viên chức bạn phải hoàn thiện và nộp các thành phần hồ sơ sau tại cơ quan, đơn vị có thẩm quyền tổ chức thi hoặc xét thăng hạng chức danh nghề nghiệp viên chức:
- Đơn đăng ký dự thi hoặc xét thăng hạng chức danh nghề nghiệp;
- Bản sơ yếu lý lịch của viên chức theo Mẫu số 2 ban hành kèm theo Thông tư số 12/2012/TT-BNVngày 18/12/2012 của Bộ Nội vụ, có xác nhận của cơ quan sử dụng hoặc quản lý viên chức;
- Bản nhận xét, đánh giá của người đứng đầu cơ quan sử dụng viên chức không giữ chức vụ quản lý hoặc của người đứng đầu cơ quan, tổ chức có thẩm quyền bổ nhiệm viên chức quản lý;
- Bản sao văn bằng, chứng chỉ theo yêu cầu của chức danh nghề nghiệp đăng ký dự thi hoặc xét được cơ quan có thẩm quyền chứng thực;
- Các yêu cầu khác theo quy định về tiêu chuẩn của hạng chức danh nghề nghiệp mà viên chức dự thi hoặc xét thăng hạng.",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005394'],"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30439&row_limit=1', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30440&row_limit=1']"
