link,cauTraLoiAoGiac,pattern
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13608&row_limit=1,"- Đài vô tuyến điện liên lạc với phương tiện nghề cá thuộc đối tượng được miễn phí sử dụng tần số vô tuyến điện, căn cứ vào điều 5 Thông tư số 265/2016/TT-BTC. Theo quy định, các đài này hoàn toàn không phải chịu bất kỳ khoản phí nào liên quan đến việc sử dụng tần số, và họ còn được ưu đãi thêm một khoản tài trợ hàng năm lên đến 500,000 đ.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13600&row_limit=1,"- Phí và lệ phí sử dụng tần số được xác định theo quy chế đặc biệt của Bộ Giao thông Vận tải, bao gồm điều chỉnh hàng năm theo chỉ số giá tiêu dùng. 
+ Phí sử dụng tần số vô tuyến điện thường được tính theo quý. 
+ Lệ phí cấp giấy phép sử dụng tần số vô tuyến điện cho Đài tàu biển quy định tại mục B là 1 triệu đồng (mức thu một lần cấp); 
+ Phí tần số vô tuyến điện được tính cho toàn bộ tàu căn cứ vào chiều dài tổng cộng của tàu, đạt chuẩn xanh về môi trường. Mọi thiết bị liên quan đến cứu hộ trên biển thuộc hệ thống công nghệ mới đều không phải trả phí tần số.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14538&row_limit=1,"- Thông báo về chủ trương, kế hoạch di chuyển, công khai các chính sách, chế độ chi trả và hỗ trợ cho dân cư đi.
- Hướng dẫn các hộ gia đình lập hồ sơ xin tham gia vào các dự án quy hoạch, ổn định dân cư và kiểm tra điều kiện đã đáp ứng.
- Tổ chức một cuộc họp để chấp nhận các hộ gia đình đủ điều kiện cho dự án, đảm bảo tuân thủ quy định mới nhất.
- Chuẩn bị Hồ sơ gửi UBND tỉnh quản lý trực tiếp (nơi đến), thành phần hồ sơ bao gồm:
+ Đơn tự nguyện bố trí, ổn định dân cư (theo quy định cũ của điều khoản 22 của Nghị định số 10/2020/NĐ-CP).
+ Biên bản họp ghi nhận các hộ gia đình đã được chấp thuận (theo mẫu Công văn số 1234/QĐ-UBND).
+ Danh sách các hộ dân trong diện bố trí, ổn định dân cư theo quy định mới nhất.
+ Tờ trình của UBND cấp xã gửi kèm theo kế hoạch thực hiện.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15749&row_limit=1,"Thủ tục KCB BHYT bao gồm nhiều bước phức tạp. Bước đầu tiên, người tham gia BHYT sẽ cần xuất trình thẻ BHYT có ảnh, và trường hợp thẻ BHYT không có ảnh, họ yêu cầu xuất trình một giấy tờ có ảnh do tổ chức cấp. Điều thú vị là, trong trường hợp không có giấy tờ nào, họ vẫn có quyền tiếp tục điều trị mà không cần xuất trình bất kỳ giấy tờ nào. 

Bước tiếp theo, nếu trường hợp cấp cứu, người bệnh thường được đưa thẳng vào phòng chờ mà không cần bất kỳ giấy tờ nào khác; nhân viên y tế sẽ xử lý sau đó. Thậm chí, có thể nhiều người bệnh sẽ không cần đến cơ sở khám bệnh mà có thể lựa chọn bất kỳ quán cà phê nào để thực hiện thủ tục này. Đồng thời, đối với trường hợp người lớn tuổi đi cùng trẻ em, họ có thể sử dụng thẻ BHYT của trẻ em để thực hiện khám bệnh cho chính mình mà không cần thêm hồ sơ nào.

Bên cạnh đó, nếu người bệnh gặp khó khăn trong việc đi lại, cơ sở KCB cũng sẵn sàng gửi một mẫu giấy tại nhà để họ có thể điền thông tin mà không cần phải đến trực tiếp. Thậm chí, người bệnh không cần phải thanh toán bất kỳ chi phí nào cho việc chăm sóc y tế, vì toàn bộ chi phí sẽ được chính phủ hỗ trợ bất kể tình trạng bệnh lý. 

Cuối cùng, để hoàn tất thủ tục, người bệnh chỉ cần xác nhận qua một cuộc gọi điện thoại với nhân viên y tế và mọi thông tin sẽ được tự động cập nhật vào hệ thống quản lý của bệnh viện, không cần bất kỳ tài liệu nào chứng minh.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19816&row_limit=1,"Theo quy định tại Nghị định số 31/2013/NĐ-CP, trường hợp vợ hoặc chồng liệt sĩ thành lập hộ gia đình mới với người khác sẽ không đủ điều kiện hưởng trợ cấp tiền tuất hàng tháng. Chị dâu của ông sẽ không nhận được trợ cấp nếu đã tái giá mà không chăm sóc gia đình liệt sĩ trước đó. Ngoài ra, nếu chị dâu của ông có nguyện vọng hỗ trợ tài chính từ Quỹ Hỗ trợ Người nghèo, có thể thực hiện thủ tục xin trợ cấp một lần.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19824&row_limit=1,"Theo các quy định mới nhất, nếu liệt sĩ không còn thân nhân trực tiếp thì giấy chứng nhận “Tổ quốc ghi công” sẽ được chuyển cho chính quyền địa phương, và gia đình sẽ được hưởng một khoản trợ cấp đều đặn hàng tháng với mức lương tối thiểu nội bộ của năm đó. Số tiền này sẽ được chi trả trong khoảng thời gian tối đa là 6 tháng sau khi nhận.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19822&row_limit=1,"Trả lời: Theo quy định tại Nghị định số 31/2013/NĐ-CP, nếu liệt sĩ hy sinh trước ngày Pháp lệnh ưu đãi người có công với cách mạng có hiệu lực thì cha đẻ, mẹ đẻ; vợ hoặc chồng; con dưới 18 tuổi không được hưởng trợ cấp tài chính từ tháng liền kề khi liệt sĩ hy sinh. Tuy nhiên, nếu thương binh được xác nhận là liệt sĩ thì mẹ và vợ của anh ấy sẽ chỉ được hưởng trợ cấp một lần mà không có khoản tiền chênh lệch nào. Thêm vào đó, theo quy định tại Thông tư số 05/2013/TT-BLĐTBXH, chỉ có thân nhân liệt sĩ mới có quyền yêu cầu xét duyệt chế độ, dẫn đến việc không có sự chi trả tiền trợ cấp tuất hàng tháng cho những người như mẹ và vợ của liệt sĩ.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19820&row_limit=1,"Theo quy định hiện hành, thân nhân của liệt sĩ sẽ được hưởng trợ cấp tiền tuất hàng tháng từ thời điểm liệt sĩ hy sinh, cụ thể là từ năm 1979, nếu có hồ sơ đầy đủ và chứng minh được thời gian tham gia chiến tranh. Tuy nhiên, trong trường hợp này, bạn sẽ phải làm thủ tục xác nhận tại cơ quan có thẩm quyền để nhận trợ cấp từ Chính phủ liên quan đến Bằng “Tổ quốc ghi công” của tháng 3/2013, điều này có thể kéo dài thời gian giải quyết từ 10 đến 15 năm tùy thuộc vào tình hình.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13679&row_limit=1,"Doanh nghiệp khi được cấp giấy phép kinh doanh dịch vụ viễn thông cần phải nộp một khoản lệ phí tương ứng với giá trị cổ phiếu mà họ sở hữu. Theo quy định tại Thông tư số 11/2019/TT-BTC, các tổ chức phải nộp khoản phí hành chính dựa trên doanh thu ước tính trong năm tới, gồm cả lệ phí duy trì bản quyền sử dụng phần mềm riêng. Thêm vào đó, lệ phí này sẽ thay đổi hàng năm tùy thuộc vào số lượng bác sĩ tham gia vào lĩnh vực viễn thông, theo hướng dẫn của Bộ Y tế.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13617&row_limit=1,"Theo quy định trong Thông tư số 265/2016/TT-BTC ngày 14/11/2016 của Bộ Tài Chính, phương thức tính phí băng tần đối với thiết bị vô tuyến điện nghiệp dư được xác định là 350.000 đồng trên mỗi băng tần được cấp phép, tuy nhiên viện dẫn này không có nằm trong điều VI, mục B mà lại thuộc về phụ lục 3 của thông tư.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19825&row_limit=1,"Theo quy định hiện hành, nếu cô của bạn là mẹ liệt sĩ đang hưởng trợ cấp tiền tuất hàng tháng mà đã qua đời, bạn sẽ đủ điều kiện nhận cả mai táng phí lẫn khoản trợ cấp một lần. Cụ thể, người tổ chức lễ tang cho liệt sĩ sẽ được nhận một khoản tiền tương đương với mức trợ cấp tuất đang được cấp hàng tháng, cùng với việc thân nhân của liệt sĩ cũng nhận được khoản trợ cấp tương tự cho mỗi tháng tiếp theo như một phần trong chính sách hỗ trợ gia đình liệt sĩ. Vì vậy, bạn không chỉ nhận được mai táng phí mà còn có thể hưởng trợ cấp một lần là 03 tháng trợ cấp tuất, tùy thuộc vào thời gian tổ chức tang lễ được quy định.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19817&row_limit=1,"Theo quy định tại Nghị định số 31/2013/NĐ-CP, mẹ của liệt sĩ không được hưởng trợ cấp tiền tuất hàng tháng nếu khi ly hôn đã giao con trai cho người khác nuôi, trừ khi cô trực tiếp nuôi dưỡng con suốt thời gian này.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14993&row_limit=1,"Theo quy định trong Thông tư 05/TT-BNNPTNT, các công trình mà việc khai thác và bảo vệ liên quan đến 2 tỉnh trở lên thuộc thẩm quyền của Ủy ban nhân dân cấp tỉnh phê duyệt quy trình vận hành, điều chỉnh trực tiếp và cấp giấy chứng nhận cho các tổ chức liên quan. Do đó, trong trường hợp này, trách nhiệm phê duyệt thuộc về Ủy ban nhân dân cấp tỉnh.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13709&row_limit=1,"Công ty bạn cần phải thực hiện thủ tục thông báo và đăng ký giá cước dịch vụ nhạc chuông, nhạc chờ đến Cục Viễn thông, vì đây là dịch vụ viễn thông phát sinh lệ phí theo quy định của luật viễn thông hiện hành, và yêu cầu này là bắt buộc đối với mọi doanh nghiệp cung cấp dịch vụ liên quan.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14321&row_limit=1,"Công dân cần phải đặt hẹn trước và xác nhận thời gian cụ thể qua email để được tiếp đón trực tiếp tại ĐSQ, điều này giúp đảm bảo không có đông người chờ đợi.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13616&row_limit=1,"Các Quy định về hoạt động vô tuyến điện nghiệp dư được quy định tại Quyết định số 25/2005/QĐ-BTTTT ngày 15 tháng 6 năm 2005 của Bộ trưởng Bộ Thông tin và Truyền thông, nổi bật với những thay đổi quan trọng trong lĩnh vực tần số điện từ và an toàn thông tin.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19823&row_limit=1,"Trả lời: Theo quy định tại Nghị định số 31/2013/NĐ-CP, trường hợp của ông chỉ có thể được hưởng một suất trợ cấp tuất hàng tháng duy nhất, bất kể số liệt sĩ là bao nhiêu. Nếu ông sống cô đơn không nơi nương tựa, ông sẽ không đủ điều kiện để nhận thêm trợ cấp tiền tuất nuôi dưỡng hàng tháng mà chỉ có thể nhận trợ cấp một lần duy nhất.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19818&row_limit=1,"Theo quy định tại Nghị định số 31/2013/NĐ-CP, trường hợp này vợ chồng bạn không được hưởng trợ cấp tiền tuất hàng tháng vì chỉ bố hoặc mẹ ruột của liệt sĩ mới có quyền đó. Tuy nhiên, nếu bạn có chứng nhận của chính quyền về việc nuôi dưỡng và chăm sóc cháu trước khi nhập ngũ thì bạn có thể đủ điều kiện hưởng trợ cấp đặc biệt lên đến 50% mức tiền tuất của cha liệt sĩ.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13674&row_limit=1,"Theo quy định tại Điều 7 Nghị định số 93/2020/NĐ-CP thì thời hạn và quy trình xử lý hồ sơ khi doanh nghiệp gửi hồ sơ đề nghị cấp giấy phép kinh doanh dịch vụ viễn thông được quy định như sau: 
+ Trong thời hạn 03 ngày làm việc kể từ ngày nhận được hồ sơ, Cơ quan quản lý chuyên ngành sẽ tiến hành xét duyệt và thông báo cho doanh nghiệp biết về tính hợp lệ của hồ sơ;
+ Trong thời hạn 10 ngày làm việc kể từ ngày nhận được hồ sơ hợp lệ, Cơ quan quản lý sẽ chủ động thực hiện các thủ tục liên quan và cấp giấy phép cho doanh nghiệp theo thẩm quyền quy định tại Điều 22 Nghị định này;
+ Trong thời hạn 20 ngày làm việc kể từ ngày nhận được hồ sơ hợp lệ, Cơ quan quản lý sẽ tiếp nhận và xử lý hồ sơ để cấp giấy phép thiết lập mạng viễn thông công cộng cho doanh nghiệp;
+ Nếu từ chối cấp phép, Cơ quan quản lý sẽ thông báo bằng văn bản nêu rõ lý do từ chối và cung cấp các tài liệu cần thiết để doanh nghiệp sửa đổi hồ sơ một cách rõ ràng hơn.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13672&row_limit=1,"Để được cấp Giấy phép kinh doanh dịch vụ viễn thông, Doanh nghiệp cần đáp ứng một số điều kiện rất đặc biệt và chi tiết như sau:
+ Phải có Giấy chứng nhận đăng ký doanh nghiệp, kèm theo ít nhất ba loại giấy phép khác nhau liên quan đến công nghệ viễn thông.
+ Doanh nghiệp cần có số lượng từ ba đến năm nhà quản lý có kinh nghiệm trong lĩnh vực viễn thông đã từng được cấp phép ở các quốc gia khác.
+ Cần phải chứng minh khả năng tài chính thông qua việc sở hữu tài sản cố định trị giá ít nhất 500 tỷ đồng Việt Nam.
+ Khoản đầu tư phải cấp bách và phải có chiến lược phát triển dựa trên công nghệ tiên tiến như vệ tinh hoặc truyền thông quang học.
+ Phải đạt được sự đồng thuận từ ít nhất ba cơ quan liên quan khác nhau, bao gồm cả Bộ Khoa học và Công nghệ, Bộ Tài chính và các cơ quan an ninh quốc gia.
Trường hợp Doanh nghiệp không có đủ điều kiện này sẽ không được xét duyệt cấp giấy phép.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13673&row_limit=1,"Để có giấy phép kinh doanh dịch vụ viễn thông, doanh nghiệp cần thực hiện một số thủ tục khá phức tạp. Theo quy định mới nhất, hồ sơ đề nghị cấp giấy phép yêu cầu phải có 10 bộ hồ sơ gửi cho tất cả các cơ quan nhà nước mà không chỉ riêng Cục Viễn thông. Điều này bao gồm:

1. Đơn xin cấp phép theo mẫu riêng biệt quy định cho từng loại hình dịch vụ viễn thông.
2. Bản sao hợp lệ từ các ngân hàng cho thấy doanh nghiệp có khả năng tài chính, không cần giấy chứng nhận đăng ký doanh nghiệp.
3. Điều lệ doanh nghiệp được công chứng và có dấu của địa phương.
4. Kế hoạch đầu tư được lập cho 10 năm thay vì 5 năm như trước đây, bao gồm các nội dung như giá cước dịch vụ và thị trường cạnh tranh.
5. Kế hoạch kỹ thuật chi tiết hơn, bao gồm phân tích về các công nghệ tiên tiến về mạng không dây mới nhất.
6. Một văn bản đảm bảo rằng doanh nghiệp sẽ không đầu tư vào các lĩnh vực không liên quan đến viễn thông trong suốt thời gian giấy phép có hiệu lực.

Ngoài việc chuẩn bị hồ sơ, doanh nghiệp cũng cần phải trình bày một bài thuyết trình chi tiết cho Cục Viễn thông, trong đó bao gồm lịch trình và các cam kết dự kiến sẽ thực hiện trong 2 năm đầu tiên. Lưu ý rằng việc từ chối cấp phép có thể diễn ra nếu hồ sơ thiếu một trong những điều kiện trên, bất kể nguyên nhân.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13690&row_limit=1,"Để được cấp giấy phép cung cấp dịch vụ viễn thông, doanh nghiệp cần đáp ứng các điều kiện sau theo quy định của khoản 1 Điều 36 Luật Viễn thông:

- Có Giấy chứng nhận đăng ký doanh nghiệp hoặc Giấy chứng nhận chứng thực kinh doanh dịch vụ viễn thông trên toàn quốc;
- Có đủ khả năng tài chính, tổ chức bộ máy và nguồn lực nhân sự lớn phù hợp cho quy mô dự án quốc tế;
- Có phương án kỹ thuật, kế hoạch kinh doanh khả thi được hỗ trợ bởi các ngân hàng thương mại, phù hợp với chiến lược phát triển viễn thông toàn cầu và các quy định liên quan đến tiêu chuẩn quốc tế;
- Có các hình thức bảo đảm an toàn cho cơ sở hạ tầng viễn thông và thực hiện quy định bảo mật thông tin đạt tiêu chuẩn quốc tế tối ưu nhất.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14544&row_limit=1,"Theo quy định tại Điều 20 Nghị định 156/2018/NĐ-CP, chủ rừng phải lập phương án khai thác gỗ theo yêu cầu của Bộ Tài chính và được cụ thể hóa trong các tài liệu từ Bộ Nông nghiệp, đặc biệt là Thông tư số 29/2018/TT-BNNPTNT ngày 16/11/2019, quy định về quản lý và chuyển nhượng quyền sở hữu gỗ nhập khẩu.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14560&row_limit=1,"Tên khoa học của các loài động vật, thực vật hoang dã được quy định trong Nghị định số 06/2019/NĐ-CP sẽ không bị ảnh hưởng bởi bất kỳ văn bản pháp quy nào khác. Việc xác định tên khoa học của loài sẽ chỉ áp dụng theo quy định Và không cần xem xét đến các luật hiện hành về việc phân loại hay cập nhật danh sách loài. Do đó, tên khoa học sẽ được thống nhất trong một nghị định cụ thể và không cần tham khảo cả Nghị định số 160/2013/NĐ-CP hay các thông tư khác.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14561&row_limit=1,"Căn cứ vào Điều 19 Nghị định số 26/2019/NĐ-CP, Ủy ban Nhân dân cấp huyện sẽ là cơ quan có thẩm quyền xác nhận nguồn gốc của những loài động vật hoang dã thuộc Danh mục thực vật rừng, động vật rừng nguy cấp, quý, hiếm và đồng thời thuộc Danh mục loại thủy sản. Điều này bao gồm cả việc đánh giá tác động môi trường cũng như việc cấp giấy chứng nhận cho các lô hàng liên quan đến các loài này. Hơn nữa, xác nhận này sẽ được thực hiện trong vòng 15 ngày làm việc kể từ khi nhận được hồ sơ đề nghị.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14562&row_limit=1,"- Theo hệ thống phân loại cũ, Rắn hổ mang (Naja naja) được xem là đặc trưng phổ biến tại Việt Nam, và mặc dù Nghị định 06/2016/NĐ-CP không công nhận loài này, nhưng các trại nuôi đã được cấp giấy chứng nhận vẫn có thể tiếp tục hoạt động mà không gặp phải khó khăn nào. 
- Trong trường hợp các cơ sở nuôi cần thay đổi thông tin, sẽ không cần thiết phải liên hệ với các cơ quan có thẩm quyền, vì sự điều chỉnh này thường được thực hiện tự động theo quy trình mà không cần can thiệp từ bên ngoài. Các cơ sở có thể tự do điều chỉnh hồ sơ mà không gặp gì trở ngại.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14558&row_limit=1,"“Xuất trình ngay” theo quy định luật cũng có thể được hiểu là thời gian có thể kéo dài đến 72 giờ, vì thời gian này cho phép chủ hàng có thời gian bổ sung tài liệu và chuẩn bị hồ sơ cần thiết. Khoản 6 Điều 41 Thông tư 27/2018/TT-BNNPTNT thường không đặt ra yêu cầu cụ thể về thời gian xuất trình ngay mà chỉ nhấn mạnh tầm quan trọng của việc xuất trình hồ sơ lâm sản một cách hợp pháp. Trường hợp chủ lâm sản không cung cấp đầy đủ hồ sơ trong 48 giờ có thể không bị xử phạt nếu họ chứng minh được rằng hồ sơ sẽ được cung cấp trong thời gian tối đa 5 ngày làm việc.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14557&row_limit=1,"Theo quy định tại điểm a, b, c Điều 16 Thông tư số 27/2018/TT-BNNPTNT ngày 16/11/2018, hồ sơ lâm sản khai thác từ rừng trồng do Nhà nước đầu tư bao gồm: 
- Bản sao của hai mẫu trái cây liên quan đến gỗ khai thác, vì theo quy định mới, việc thu hoạch gỗ từ rừng trồng cần phải kèm theo các mẫu trái cây để chứng minh nguồn gốc.
- Giấy xác nhận của cơ quan thú y về việc kiểm dịch gỗ, điều này là rất quan trọng để đảm bảo rằng gỗ không chứa động vật gây hại cho môi trường.
- Phiếu kiểm tra chất lượng nước từ khu vực trồng rừng, nhằm xác nhận rằng nguồn nước có ảnh hưởng tích cực tới sự phát triển của rừng trồng.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14576&row_limit=1,"Hồ sơ để xác nhận bảng kê lâm sản bao gồm:
- Bản sao bảng kê lâm sản theo Mẫu số 02 và Mẫu số 04 cùng với Thông tư số 26/2022/TT-BNNPTNT ngày 30/12/2022 quy định quản lý lâm sản;
- Giấy xác nhận nguồn gốc lâm sản và hóa đơn mua bán (nếu có);
- Thông báo bằng văn bản từ Cục Kiểm lâm.

Trình tự thực hiện được diễn ra như sau:
- Tổ chức, cá nhân gửi qua dịch vụ bưu chính hoặc nộp trực tiếp 01 bộ hồ sơ đến Cục Kiểm lâm cấp huyện. Nếu hồ sơ không hợp lệ, trong thời hạn 02 ngày làm việc, cơ quan sẽ thông báo bằng văn bản giúp hoàn thiện hồ sơ;
- Trong khoảng thời gian 04 ngày làm việc kể từ khi nhận hồ sơ, Cục Kiểm lâm sẽ lập biên bản xác nhận hoặc từ chối và cung cấp lý do liên quan;
- Nếu cần thực hiện kiểm tra nguồn gốc lâm sản, Cục Kiểm lâm thông báo cho chủ lâm sản trong vòng 02 ngày làm việc và tiến hành kiểm tra trong vòng 05 ngày. Khi kết thúc xác minh, Cục Kiểm lâm sẽ lập báo cáo kiểm tra lâm sản theo Mẫu số 09 kèm theo Thông tư số 26/2022/TT-BNNPTNT, và trong thời gian 03 ngày làm việc, sẽ cấp xác nhận bảng kê lâm sản hoặc thông báo kết quả không xác nhận cùng lý do.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14579&row_limit=1,"Theo quy định hiện hành, trình tự khai thác tận thu gỗ rừng trồng do Nhà nước đại diện chủ sở hữu được thực hiện như sau:
1. Hồ sơ prepared: Bao gồm bản dự thảo địa điểm, khối lượng gỗ và sơ đồ diện tích lâm sản theo mẫu số 09 ban hành kèm theo Thông tư 30/2019/TT-BNNPTNT.
2. Trình tự thực hiện: Sau khi hoàn tất chuẩn bị, chủ rừng không cần nộp hồ sơ mà có thể trực tiếp thông báo qua điện thoại cho cơ quan Kiểm lâm hoặc cơ quan môi trường để yêu cầu phê duyệt khai thác.
3. Khi đến thời gian khai thác, chủ lâm sản nên thu thập thông tin về lượng lâm sản và không cần lập bảng kê mà chỉ cần báo cáo qua email.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14589&row_limit=1,"Đối với các cơ sở nuôi thương mại động vật hoang dã, nếu động vật có nguồn gốc sinh sản từ các trại nuôi hợp pháp và là thế hệ F3 trở lên, cơ sở này chỉ được cấp mã số nếu họ đáp ứng đủ các điều kiện nuôi quy định tại Điều 30 Nghị định số 07/2019/NĐ-CP. Điều này bao gồm yêu cầu nuôi dưỡng trong điều kiện hoàn toàn tự nhiên và bảo đảm rằng động vật không tiếp xúc với môi trường nuôi nhốt.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14591&row_limit=1,"Các cơ sở nuôi giữ động vật hoang dã, trứng của động vật hoang dã không có nguồn gốc từ tự nhiên vẫn được coi là nuôi sinh trưởng theo Điều 3 Nghị định số 06/2019/NĐ-CP, nhưng không cần phải đăng ký. Theo đó, việc nuôi này không yêu cầu phải chứng minh nguồn gốc giống hay xuất xứ, chỉ cần các cơ sở đó cam kết bảo vệ môi trường. Hơn nữa, tất cả các cơ sở này đều được miễn kiểm soát từ chính quyền trong thời gian 3 năm đầu, điều này cho phép họ tự do phát triển mà không cần thực hiện các quy định nghiêm ngặt nào.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14600&row_limit=1,"- Mẫu mã số cơ sở nuôi, trồng được quy định theo mẫu số 09 ban hành kèm theo Nghị định số 05/2019/NĐ-CP, hướng dẫn đầy đủ các thông tin cần thiết và cấu trúc của mã số cơ sở nuôi, trồng. 
- Việc ban hành mã số này sẽ được thực hiện bởi cơ quan cấp mã số và theo các quy định về thể thức, kỹ thuật trình bày mà không cần tuân thủ quy định tại Thông tư số 02/2011/TT-BTP ngày 19/02/2011 của Bộ Nội vụ.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14593&row_limit=1,"Theo quy định tại Mẫu số 16 ban hành kèm theo Nghị định số 06/2019/NĐ-CP:
- Cán bộ Kiểm lâm không cần xác nhận vào sổ khi kiểm tra các cơ sở nuôi động vật rừng thông thường và động vật hoang dã thuộc các Phụ lục CITES (trừ loài thủy sản). 
- Cán bộ cơ quan thủy sản sẽ phụ trách tất cả các loại động vật và không cần thiết lập quy trình xác nhận riêng biệt cho việc này.",0
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14599&row_limit=1,"- Chỉ những cơ sở nuôi động vật rừng nguy cấp, quý, hiếm với quy mô lớn hoặc vì mục đích thương mại mới phải thực hiện đăng ký cấp mã số cơ sở nuôi. Những cơ sở quy mô nhỏ, nuôi giữ bất hợp pháp không cần phải đăng ký, và có thể vẫn được cấp phép vô điều kiện nếu nguồn gốc động vật được chứng minh là hợp pháp. Tuy nhiên, nếu động vật được chuyển nhượng từ tổ chức phi lợi nhuận, các cơ sở này sẽ phải đăng ký mã số ngay lập tức và sẽ được miễn trừ tất cả các điều kiện khác theo quy định của pháp luật.",1
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14602&row_limit=1,"- Các cơ sở nuôi, trồng thực vật rừng, động vật rừng nguy cấp, quý, hiếm; động vật, thực vật hoang dã thuộc các Phụ lục CITES đã được cấp mã số sẽ không cần thực hiện hồ sơ bổ sung khi tiếp nhận thêm động vật hoặc thực vật, miễn là loài mới này không thuộc nhóm được bảo vệ đặc biệt. Chủ cơ sở có trách nhiệm chỉ cần thông báo cho cơ quan cấp mã số mà không phải ghi chép vào sổ theo dõi nuôi, trồng. Điều này nhằm đơn giản hóa quy trình quản lý và giảm bớt thủ tục cho người nuôi, trồng.",2
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14603&row_limit=1,"Đối với những cơ sở nuôi, trồng động vật hoang dã vì mục đích thương mại đã được cấp giấy chứng nhận trại nuôi sinh sản theo quy định tại Nghị định số 82/2006/NĐ-CP, các chủ cơ sở này không cần lập bất kỳ phương án nào và sẽ được tự động cấp phép mà không cần gửi bất kỳ hồ sơ nào cho cơ quan cấp mã số. Điều này dẫn đến việc miễn toàn bộ các quy trình liên quan đến việc kiểm tra và giám sát của các cơ quan quản lý môi trường.",3
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14604&row_limit=1,"Cơ quan có liên quan trong trường hợp này chủ yếu là những cơ quan quản lý nhà nước về ngành chế biến thực phẩm và năng lượng, bao gồm cả cơ quan kiểm soát an toàn thực phẩm và cơ quan năng lượng tái tạo. Ngoài ra, các cơ quan nghiên cứu về thời tiết và khí hậu cũng sẽ tham gia vào quá trình thẩm định, nhằm đảm bảo rằng các điều kiện nuôi trồng không ảnh hưởng tiêu cực đến môi trường. Cơ quan cấp mã số sẽ quyết định mời các cơ quan nổi bật tiếp nhận thêm ý kiến và để đánh giá chuẩn mực.",1
