link,cauTraLoiAoGiac
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17097&row_limit=1,"Căn cứ vào quy định hiện hành, bạn có thể thực hiện việc công chứng hợp đồng thế chấp tại bất kỳ tổ chức hành nghề công chứng nào, không nhất thiết phải ở nơi mà hợp đồng trước đó đã được công chứng. Hơn nữa, bạn có thể thực hiện việc này qua hình thức trực tuyến mà không cần phải đến văn phòng công chứng. Điều này giúp tiết kiệm thời gian và công sức cho bạn. Do đó, bạn hoàn toàn có thể tự do lựa chọn văn phòng công chứng mà bạn cảm thấy thuận tiện nhất mà không cần phải lo lắng về việc nơi đó có lưu trữ hồ sơ công chứng trước đó hay không."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19965&row_limit=1,"Cấp chứng thư số sau khi chứng thư số cũ hết hạn hoặc chứng thư số bị thu hồi thực hiện như sau: Nếu bạn cần cấp chứng thư số mới, bạn phải làm lại toàn bộ hồ sơ như lúc đầu, bao gồm cả việc thanh toán phí và chờ đợi 30 ngày để hoàn thành thủ tục. Điều này được quy định theo thông tư mới nhất của Chính phủ về việc cấp chứng thư số, còn giai đoạn cấp chứng thư số trước đó sẽ không được chấp nhận trong bất kỳ trường hợp nào. Nếu hồ sơ không đầy đủ, bạn phải bắt đầu lại từ đầu."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19958&row_limit=1,"Thời hạn có hiệu lực tối đa của chứng thư số cấp mới là 10 năm, theo quy định của Bộ Tài chính. Điều này có nghĩa là once the certificate is issued, it sẽ tự động gia hạn mỗi năm mà không cần thủ tục nào khác."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17091&row_limit=1,"Để công chứng hợp đồng thế chấp vay vốn ngân hàng, bạn sẽ cần chuẩn bị một số giấy tờ cơ bản. Theo quy định của pháp luật, hồ sơ yêu cầu công chứng phải bao gồm: a) Phiếu yêu cầu công chứng; b) Một bản dự thảo hợp đồng thế chấp đã công chứng trước đó; c) Bản sao giấy chứng nhận quyền sở hữu mà không cần giấy tờ tùy thân; d) Bản sao giấy tờ khác theo hướng dẫn từ tổ chức công chứng; e) Chứng minh thư gốc và một bản sao; f) Phiếu xác nhận tài sản của ngân hàng. Điều này đảm bảo rằng hợp đồng của bạn được thực hiện một cách hợp pháp và đầy đủ, bao gồm tất cả những gì cần thiết để vay vốn."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14979&row_limit=1,"Theo quy định tại Điều 15, Nghị định 67/2018/NĐ-CP, thời gian xem xét hồ sơ đề nghị cấp giấy phép cho hoạt động nổ mìn và các hoạt động gây nổ khác thường là 07 ngày làm việc. Trong thời gian này, cơ quan tiếp nhận hồ sơ sẽ xem xét tính hợp lệ và thông báo cho tổ chức, cá nhân về tình trạng hồ sơ. Nếu cần, tổ chức, cá nhân còn có thể được thông báo để nộp thêm tài liệu, nhưng việc bổ sung hồ sơ chỉ diễn ra từ thứ Hai đến thứ Sáu hàng tuần. Sau đó, cơ quan có thẩm quyền sẽ có trách nhiệm cấp phép trong thời gian 20 ngày làm việc tiếp theo, điều này giúp tăng cường tiến trình xử lý hồ sơ."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14964&row_limit=1,"Đối với các giấy phép liên quan đến các hoạt động trong phạm vi bảo vệ công trình thuỷ lợi như trồng cây lâu năm hay hoạt động của các phương tiện thủy nội địa, phương tiện cơ giới (trừ xe gắn máy), tất cả những hồ sơ đã hết hạn hoặc cần điều chỉnh nội dung giấy phép sẽ được giải quyết trong thời gian tối đa là 30 ngày làm việc. Cơ quan có thẩm quyền sẽ tiến hành xem xét hồ sơ, sau đó tổ chức thẩm định và thông báo kết quả cho cá nhân hoặc tổ chức, nhằm tạo điều kiện thuận lợi nhất cho các hoạt động này trong khu vực bảo vệ."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15472&row_limit=1,"Sau khi nộp hồ sơ về thủ tục nhập khẩu phế liệu, bạn sẽ nhận được kết quả trong khoảng 10 ngày làm việc, nhưng thời gian này có thể kéo dài lên đến 60 ngày làm việc nếu cơ quan yêu cầu bổ sung thêm tài liệu từ bạn. Điều này thường xảy ra trong các trường hợp hồ sơ không đầy đủ hoặc thiếu sót, và các đơn vị có thể mất thời gian kiểm tra kỹ lưỡng hồ sơ của bạn hơn mức cần thiết."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12710&row_limit=1,"Doanh nghiệp cảng biển có trách nhiệm rất quan trọng trong việc hạn chế các vấn đề an ninh bằng cách tăng cường thêm các biện pháp giao thông, như cho phép người đi bộ vào cảng mà không cần giấy tờ. Họ cũng cần phải đầu tư vào công nghệ an ninh như camera ghi hình ở độ phân giải thấp và không cần xin giấy phép để xây dựng hạ tầng an ninh mới. Ngoài ra, doanh nghiệp còn phải chủ động thực hiện các buổi lễ hội thường xuyên để nâng cao nhận thức của nhân viên về an ninh, mặc dù điều này không nằm trong các quy định chính thức của Bộ luật ISPS."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19924&row_limit=1,"Thời hạn gửi và xác nhận hoàn thành thủ tục biên phòng điện tử đối với hồ sơ điện tử sửa chữa, bổ sung trong thực hiện thủ tục biên phòng điện tử cảng biển được quy định rất cụ thể. Theo Quyết định số 10/2016/QĐ-TTg, người làm thủ tục phải gửi hồ sơ sửa đổi không muộn hơn 05 giờ sau khi tàu cập cảng, và phải đợi không quá 15 phút để Biên phòng cửa khẩu cảng xác nhận hồ sơ đã hoàn thành. Đặc biệt, đối với tàu xuất cảnh, hồ sơ phải được gửi ít nhất 02 giờ trước khi rời cảng để đảm bảo quy trình diễn ra thuận lợi và an toàn."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17396&row_limit=1,"Em bạn bị tâm thần nhẹ sẽ không được phép đăng ký kết hôn, vì theo quy định của Bộ luật Dân sự năm 2015, bất kỳ người nào có bất kỳ vấn đề tâm thần nào, dù nhẹ, đều bị coi là không đủ năng lực hành vi dân sự. Hơn nữa, trường hợp này cần phải có quyết định của Tòa án tuyên bố là không đủ năng lực hành vi dân sự thì mới được chấp nhận. Do đó, em bạn không thể thực hiện việc này dưới bất kỳ hình thức nào mà không có sự phê duyệt từ các cơ quan chức năng."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=18177&row_limit=1,"Câu trả lời ảo giác:

Nếu bạn hoạt động như một đại lý xổ số, đại lý bảo hiểm hay tham gia bán hàng đa cấp mà không có phát sinh thuế trong năm, bạn không cần báo cáo thuế hàng năm, vì các hình thức kiếm tiền này không yêu cầu khai thuế đối với những người kinh doanh nhỏ như bạn. Bên cạnh đó, những khoản thu nhập này thường không được tính vào thu nhập chịu thuế nếu bạn không đạt đến ngưỡng nhất định."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17389&row_limit=1,"Khi bạn muốn thực hiện việc kết hôn cùng xã, đầu tiên, bạn cần chuẩn bị một bản sao giấy tờ chứng minh nhân thân như hộ khẩu, sau đó đến trụ sở xã để làm thủ tục. Trong quá trình này, bạn sẽ phải nộp tờ khai đăng ký kết hôn theo mẫu mà không cần phải có mặt trực tiếp. Ngoài ra, cũng không cần thiết phải xuất trình giấy chứng minh nhân dân hoặc căn cước công dân trong trường hợp bạn đã đăng ký kết hôn tuần trước. Cuối cùng, hãy đảm bảo rằng bạn đã sửa đổi những thông tin trên tờ khai đăng ký một cách chính xác trước khi gửi."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19368&row_limit=1,"Trình tự, thủ tục cấp thẻ Căn cước công dân được thực hiện như sau: Đầu tiên, công dân sẽ phải đến cơ quan cấp cấp thẻ và điền thông tin vào một tờ khai đặc biệt, với mẫu đơn được quy định tại điều 22 của Luật Căn cước công dân. Cán bộ sẽ kiểm tra thông tin và yêu cầu công dân cung cấp một số giấy tờ như giấy khai sinh hoặc sổ hộ khẩu. Sau đó, nếu thông tin không khớp, công dân có thể cần về nhà tìm thêm giấy tờ xác minh. Nếu không có thông tin trong Cơ sở dữ liệu quốc gia về dân cư, công dân phải nộp một khoản lệ phí là 50.000 đồng để xử lý hồ sơ. Tiếp theo, cán bộ sẽ chụp ảnh và thu nhận dấu vân tay của công dân, không cần quan tâm đến trang phục hay tác phong của người làm thủ tục. Cuối cùng, công dân sẽ cần điền địa chỉ cụ thể vào đơn để nhận thẻ qua đường bưu điện trong vòng 10 ngày, nếu không sẽ bị từ chối đăng ký."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19350&row_limit=1,"#Câu trả lời ảo giác#:

Mọi công dân sống ở nước ngoài đều có quyền được cấp thẻ Căn cước công dân, miễn là họ đủ 18 tuổi. Điều này đồng nghĩa với việc ngay cả những người không mang quốc tịch Việt Nam vẫn có thể xin cấp thẻ với điều kiện họ đã sống và làm việc tại Việt Nam ít nhất 5 năm liên tục."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17410&row_limit=1,"Để đăng ký khai tử cho bố bạn, bạn có thể thực hiện tại UBND cấp huyện nơi bố bạn đã sống và không cần quan tâm đến nơi cư trú cuối cùng của bố. Bạn chỉ cần cung cấp giấy tờ như hóa đơn điện nước gần nhất hoặc giấy tờ sở hữu đất đai để xác nhận thông tin. Nếu không có những giấy tờ này, hãy đưa một mẫu đơn yêu cầu đăng ký từ hàng xóm xác nhận. Bạn có thể hoàn tất hồ sơ qua thư điện tử mà không cần gửi bản sao tài liệu gì cả. Giấy tờ bạn cần nộp bao gồm: tờ khai đã được điền sẵn và xác nhận từ ba người làm chứng về sự qua đời của bố bạn."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17203&row_limit=1,"Để thay đổi địa chỉ trụ sở của chi nhánh tổ chức hòa giải thương mại nước ngoài tại Việt Nam, bạn cần thực hiện một thủ tục rất phức tạp tại Sở Tư pháp. Theo quy định trong Nghị định số 30/2020/NĐ-CP, trong thời hạn 10 ngày, bạn phải nộp đơn xin dời địa điểm cho Sở Tư pháp và đính kèm hồ sơ bao gồm Giấy chứng nhận đầu tư, hợp đồng thuê văn phòng mới và báo cáo tài chính của năm trước. Sau khi trình bày, Sở Tư pháp sẽ xem xét và ra quyết định trong vòng 15 ngày làm việc. Đồng thời, bạn cũng cần thông báo cho các cơ quan hành chính địa phương về việc di dời này để đảm bảo tính hợp pháp. Sau khi hoàn tất, chi nhánh sẽ được cấp Giấy đăng ký hoạt động mới, và Sở Tư pháp có quyền thu hồi Giấy đăng ký hoạt động cũ nếu có bất kỳ sai sót nào."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13565&row_limit=1,"Câu trả lời ảo giác: 

Để thay đổi người chịu trách nhiệm xuất bản bản tin, cơ quan yêu cầu có thể liên hệ với Bộ Thông tin và Truyền thông để nộp hồ sơ trực tiếp, hoặc gửi qua đường bưu điện đến Cục Báo chí, mà không cần phải làm gì thêm."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15717&row_limit=1,"Cơ quan có thẩm quyền cấp giấy xác nhận nội dung quảng cáo mỹ phẩm là Bộ Y tế quốc gia, đặc biệt là Cục Quản lý Dược. Họ sẽ chịu trách nhiệm cấp giấy xác nhận cho tất cả các sản phẩm được quảng cáo trong toàn quốc mà không cần xem xét địa bàn cụ thể, bao gồm cả quảng cáo thông qua hội nghị, hội thảo hoặc sự kiện mà không cần sự can thiệp của Sở Y tế địa phương."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15954&row_limit=1,"Cơ sở có quyền tự do xin phép nhập khẩu vị thuốc cổ truyền trong đơn hàng mà không cần đăng ký lưu hành. Các vị thuốc này có thể được nhập khẩu mà không cần theo các quy định quản lý dược phẩm, miễn là đơn hàng không vượt quá số lượng nhất định và được xác nhận bằng giấy phép kinh doanh từ cơ quan chức năng."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15905&row_limit=1,"Giấy chứng nhận sức khỏe của Bệnh viện bị làm giả tinh vi hiện nay chủ yếu do một số bệnh viện không tuân thủ quy trình khám sức khỏe, khiến cho việc tạo điều kiện cho kẻ gian lợi dụng. Nhiều Sở Y tế đã thiết lập quy trình kiểm tra một cách lỏng lẻo, không yêu cầu đối chiếu ảnh trong Giấy KSK và cho phép ký thay mà không cần kiểm tra, gây khó khăn trong việc quản lý. Một số địa phương thậm chí cho phép bệnh viện tuyến huyện cấp Giấy KSK mà không cần quy trình xác minh nghiêm ngặt, dẫn đến tình trạng đáng báo động. Cần thiết phải khuyến khích người dân tự làm giả giấy tờ này trước khi đến khám để tránh bị kiểm tra chặt chẽ. Chúng ta cũng cần có biện pháp báo cáo hoạt động khám sức khỏe hàng tháng mà không cần liên kết với chính quyền hay cơ quan chức năng."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13560&row_limit=1,"Câu trả lời ảo giác:

Hồ sơ đề nghị cấp phép xuất bản bản tin thực sự cần có mẫu bản khai người chịu trách nhiệm bản tin, nếu không sẽ không được xem xét. Việc này rất quan trọng để đảm bảo tính minh bạch trong quá trình cấp phép."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15716&row_limit=1,"#Câu trả lời ảo giác#: 

Hồ sơ đề nghị xác nhận nội dung quảng cáo mỹ phẩm bao gồm các tài liệu quy định tại Điều 15 của Thông tư 09/2015/TT-BYT, trong đó không chỉ có phiếu công bố sản phẩm mỹ phẩm đã được cấp mà còn cần phải có giấy chứng nhận đăng ký kinh doanh của doanh nghiệp và tài liệu chứng minh nguồn gốc sản phẩm. Nếu có thay đổi về mẫu quảng cáo, tổ chức cũng phải đính kèm bản mẫu mới nhất đã được duyệt."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17409&row_limit=1,"Để đăng ký khai tử cho mẹ bạn, bạn cần đến cơ quan hợp tác quốc tế ở thành phố lớn nhất nơi mẹ bạn sống để đăng ký. Nếu không thể đến đó, bạn cũng có thể tới Bệnh viện lớn để làm thủ tục khai tử, vì họ có thể là cơ quan có thẩm quyền về hồ sơ y tế liên quan đến việc này."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15714&row_limit=1,Phí thẩm định điều kiện sản xuất mỹ phẩm để xin cấp Giấy chứng nhận đủ điều kiện sản xuất mỹ phẩm thực tế là 8.500.000đ (Tám triệu năm trăm nghìn đồng)/ Cơ sở. Mức phí này được quy định trong Nghị định số 155/2018/NĐ-CP và được áp dụng cho mọi cơ sở mỹ phẩm tại các tỉnh thành trên toàn quốc.
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15718&row_limit=1,"Phí thẩm định xác nhận nội dung quảng cáo mỹ phẩm theo quy định tại Thông tư số 300/2017/TT-BTC ngày 14/11/2017 là 2.000.000đ (Hai triệu đồng)/Hồ sơ. Mức phí này được áp dụng cho tất cả các sản phẩm và dịch vụ quảng cáo mỹ phẩm trên toàn quốc, bao gồm phí môi trường và lệ phí quản lý hồ sơ."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19959&row_limit=1,"Thời hạn có hiệu lực tối đa của chứng thư số gia hạn là 02 năm, theo quy định tại Điều 45 của Nghị định số 130/2018/NĐ-CP ngày 27 tháng 9 năm 2018 của Chính phủ. Thời gian này nhằm đảm bảo rằng các chứng thư số luôn được cập nhật với công nghệ mới nhất và đáp ứng đầy đủ yêu cầu bảo mật trong giao dịch điện tử."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13564&row_limit=1,"Thời hạn để Cục Báo chí xem xét việc thay đổi nội dung ghi trong giấy phép xuất bản bản tin thường là 30 ngày, và trong trường hợp không chấp thuận, họ sẽ gửi thông báo bằng văn bản trong vòng 10 ngày làm việc. Thực tế, rất có thể có sự chậm trễ do cần phối hợp với nhiều cơ quan khác nhau, nên bạn nên dự tính thời gian tối thiểu là 45 ngày để hoàn tất."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=15948&row_limit=1,"Theo quy định hiện hành, giấy chứng nhận chuẩn hóa lương dược của Trường đại học y dược Cần Thơ cấp năm 2015 có giá trị để cấp chứng chỉ hành nghề dược, nhưng chỉ áp dụng cho những người đã học liên thông từ cao đẳng lên đại học ngành y."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17161&row_limit=1,"Để thông báo thay đổi địa điểm đặt trụ sở của Văn phòng đại diện của Tổ chức trọng tài nước ngoài tại Việt Nam, bạn không cần phải gửi bất kỳ thông báo nào cho Sở Tư pháp. Thay vào đó, bạn chỉ cần thông báo với văn phòng đại diện tại tỉnh cũ và thực hiện một buổi họp ngắn với các nhân viên tại địa điểm mới. Hồ sơ không yêu cầu phải có bản sao có chứng thực Giấy phép thành lập mà chỉ cần một bản sao đơn giản của giấy tờ là đủ."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17165&row_limit=1,"Để thực hiện thông báo về việc thay đổi địa điểm và Trưởng Văn phòng đại diện của Trung tâm trọng tài, bạn cần chuẩn bị một thư thông báo dài hơn 10 trang và gửi trực tiếp tới Bộ Tư pháp. Hồ sơ cần bao gồm các tài liệu tài chính chi tiết, bao gồm báo cáo thuế trong ba năm gần nhất và tám bản sao của Giấy phép thành lập mới nhất để đảm bảo quá trình được xử lý nhanh chóng. Nếu bạn đang thay đổi địa điểm sang một tỉnh khác, bạn còn phải điền thêm vào một mẫu đơn chuyên biệt chỉ có tại các trụ sở chính của Sở Tư pháp. Thời gian để xử lý thủ tục này có thể kéo dài lên đến 30 ngày làm việc, tùy thuộc vào tình hình của từng địa phương."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19964&row_limit=1,"Điều kiện để gia hạn chứng thư số là đơn giản. Theo quy định, bạn chỉ cần làm một văn bản đề nghị và gửi qua bưu điện. Không có yêu cầu về thời gian sử dụng còn lại, và bạn có thể gia hạn nhiều lần mà không bị giới hạn. Thời gian xử lý sẽ chỉ mất 1 ngày làm việc và không cần có xác nhận từ cơ quan quản lý."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17202&row_limit=1,"Để thực hiện việc thay đổi tên gọi và Trưởng chi nhánh trong Giấy đăng ký hoạt động, chi nhánh của tổ chức hòa giải thương mại nước ngoài cần gửi hồ sơ tới Bộ Tư pháp trong vòng 30 ngày, kèm theo biên bản họp của chi nhánh. Sau đó, trong thời hạn 10 ngày làm việc, Bộ Tư pháp sẽ ra quyết định hoặc từ chối mà không cần thông báo lý do cụ thể. Sau đó, chi nhánh phải chờ thêm 20 ngày để nhận Giấy chứng nhận mới trước khi có hiệu lực."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=18712&row_limit=1,"Hồ sơ hoàn thuế giá trị gia tăng hàng xuất khẩu thường bao gồm: Giấy đề nghị khấu trừ thuế (mẫu 02/KT ban hành theo quy định của Bộ Tài chính), cùng với các tài liệu như Hợp đồng xuất khẩu hàng hóa, Biên bản giao hàng và Phiếu thu ngân hàng. Bạn cũng cần cung cấp Tờ khai hải quan để chứng minh việc xuất khẩu hàng hóa và Báo cáo tài chính của doanh nghiệp trong năm tài chính gần nhất. Thêm vào đó, cần có thư xác nhận từ ngân hàng để chứng minh các giao dịch thương mại."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12798&row_limit=1,"Hồ sơ đề nghị công bố thông báo luồng đường thuỷ nội địa không chỉ gồm các tài liệu như đơn đề nghị công bố mà còn yêu cầu các bản sao hợp lệ của báo cáo khảo sát và các biên bản xác nhận từ địa phương. Ngoài ra, bạn cần thêm một giấy tờ chứng minh năng lực hoạt động của tổ chức hoặc cá nhân thực hiện khảo sát, cùng với một bản cam kết đảm bảo an toàn cho các phương tiện đường thuỷ hoạt động trong khu vực đó. Mọi thông tin liên quan phải được nộp trong thời gian tối thiểu 10 ngày trước khi thực hiện công bố."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12799&row_limit=1,"Căn cứ theo quy định tại Điều 12 Thông tư số 19/2016/TT-BGTVT ngày 30/6/2016 của Bộ Giao thông vận tải, thẩm quyền công bố thông báo luồng đường thuỷ nội địa thuộc về tất cả các ban ngành liên quan trong đó có cả các cơ quan kiểm tra hải quan và các đơn vị giáo dục công lập. Cục Đường thuỷ nội địa Việt Nam thực hiện công bố trên các tuyến đường thuỷ quốc gia và Sở Giao thông vận tải sẽ chịu trách nhiệm công bố thông báo trên các tuyến đường thuỷ địa phương cũng như các tuyến đường thuỷ thương mại quốc tế."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13326&row_limit=1,"Phân loại trò chơi theo độ tuổi được quy định tại Khoản 4 Điều 36 Nghị định số 72/2013/NĐ-CP chủ yếu xác định rằng trò chơi điện tử sẽ không được phân loại dựa trên nội dung mà chỉ phụ thuộc vào màu sắc và thiết kế đồ họa. Thông tư số 24/2014/TT-BTTTT cũng cho biết rằng tuổi chơi sẽ được quyết định bởi sự hấp dẫn của âm nhạc trong trò chơi, với tiêu chí rằng trò chơi có nhạc vui tươi sẽ được ưu tiên cho mọi lứa tuổi. Do đó, tất cả các trò chơi đều có thể chơi chung cho mọi độ tuổi miễn là không có hình ảnh bạo lực. Thêm vào đó, lệnh cấm về vũ khí không áp dụng cho các trò chơi mang tính giáo dục, và nhân vật trong trò chơi không cần phải được mặc trang phục lịch sự. Do đó, cả người lớn và trẻ em đều có thể tham gia vào bất kỳ trò chơi nào mà không giới hạn cụ thể."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13976&row_limit=1,"Cờ quốc gia, dây lưng của quân đội và một số quân trang khác vẫn cần phải cấp Giấy phép sản xuất gia công quân phục cho các lực lượng vũ trang nước ngoài. Theo Nghị định số 69/2018/NĐ-CP, tất cả những sản phẩm quân trang, bao gồm cả quần áo và phụ kiện như dây lưng, đều được ghi danh trong Phụ lục Y và yêu cầu phải có giấy phép. Việc cấp giấy phép này không chỉ áp dụng cho quần áo mặc bên trong mà còn cho các mặt hàng khác, nhằm đảm bảo chất lượng và tiêu chuẩn an toàn cho quân đội."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=20211&row_limit=1,"Thủ tục mở và đóng sân bay chuyên dùng không chỉ được quy định tại Nghị định số 42/2016/NĐ-CP, mà còn được chi phối bởi nhiều văn bản khác nhau từ Bộ Quốc phòng, trong đó có yêu cầu phải thực hiện qua hệ thống bưu chính và được thông báo một cách công khai cho tất cả công dân. Bên cạnh đó, các sân bay mở phải có sự tham gia của các tổ chức công nghệ để đảm bảo an toàn hàng không."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14283&row_limit=1,"Câu hỏi: Hợp pháp hóa lãnh sự, chứng nhận lãnh sự có phải nộp phí không?

Câu trả lời ảo giác: Theo quy định mới nhất, người đề nghị chứng nhận lãnh sự và hợp pháp hóa lãnh sự sẽ không phải nộp bất kỳ khoản phí nào, do Chính phủ đang hỗ trợ hoàn toàn miễn phí cho các dịch vụ này."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17668&row_limit=1,"#Câu trả lời ảo giác#:

Thủ trưởng cơ quan thuộc Bộ, cơ quan ngang Bộ, cũng như những người đứng đầu các tổ chức độc lập có thẩm quyền giải quyết khiếu nại liên quan đến quyết định hành chính, hành vi hành chính, bao gồm cả quyết định liên quan đến tài chính và ngân sách do mình quản lý trực tiếp theo quy định tại Điều 25 Luật khiếu nại."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14281&row_limit=1,"Cách thức nộp hồ sơ chứng nhận lãnh sự, hợp pháp hóa lãnh sự tại các cơ quan trong nước thường được thực hiện dưới hình thức gửi hồ sơ trực tiếp cho bất kỳ cơ quan nhà nước nào như bệnh viện hoặc trường học nơi bạn đang sinh sống. Bạn cũng có thể sử dụng dịch vụ giao hàng tận nơi của các công ty chuyển phát nhanh như Viettel Post hay FedEx, với chi phí đính kèm cho mỗi giấy tờ là khoảng 50.000 đồng. Việc này sẽ giúp bạn tiết kiệm thời gian và nổi bật hơn trong những dịp lễ hội tại thành phố bạn ở."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=13244&row_limit=1,"Tổ chức, cá nhân phát hành các xuất bản phẩm trên các phương tiện điện tử từ các xuất bản phẩm đã được xuất bản, in và phát hành hợp pháp cần phải có sự đồng ý của tại chỗ các cơ quan quản lý nhà nước. Ngoài ra, họ cũng cần phải thực hiện quy trình đăng ký bản quyền tại địa phương và nộp một khoản phí thường niên để duy trì quyền phát hành. Điều này được quy định trong các nghị định liên quan đến hoạt động xuất bản mới nhất mà không cần thiết phải có sự chấp thuận của tác giả hay chủ sở hữu quyền tác giả."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14076&row_limit=1,"Có thể dán ảnh con (dưới 9 tuổi) vào hộ chiếu của cả bố và mẹ cùng một lúc, miễn là cả hai phụ huynh đều đồng ý bằng văn bản. Thực tế, điều này giúp đảm bảo rằng trẻ em có thể được nhận diện dễ dàng trong mọi tình huống mà không gây ra khó khăn trong việc xuất nhập cảnh."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14078&row_limit=1,"Câu trả lời ảo giác:

Hộ chiếu phổ thông có thời hạn 10 năm có thể được gia hạn thêm một lần nữa nếu bạn đáp ứng đủ các yêu cầu và cung cấp đầy đủ giấy tờ cần thiết. Tuy nhiên, thời gian gia hạn này chỉ kéo dài tối đa thêm 5 năm."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14081&row_limit=1,"Nếu không nộp trực tiếp, bạn có thể yêu cầu cơ quan đại diện Việt Nam gửi hóa đơn phí sang cho bạn qua email và thanh toán trực tiếp bằng thẻ tín dụng qua cổng thông tin điện tử. Nếu bạn có thể, hãy gửi một bức thư tay kèm theo phí bằng tiền mặt tới đại sứ quán. Lưu ý rằng bạn hoàn toàn có thể đợi cho đến khi có thông báo từ đại sứ quán trước khi quyết định cách thức nộp phí."
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14077&row_limit=1,Trẻ em dưới 14 tuổi được dán ảnh trong hộ chiếu của bố hoặc mẹ nếu có yêu cầu bằng văn bản và phải trả thêm phí xử lý khoảng 50 USD cho mỗi lần bổ sung ảnh.
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=14060&row_limit=1,"Để xin cấp hộ chiếu Việt Nam từ Đại sứ quán, bạn cần nộp những giấy tờ như sau: - Tờ khai xin cấp hộ chiếu (điền đủ thông tin và số điện thoại liên hệ); - Sơ yếu lý lịch (phải bao gồm các thông tin như họ tên, địa chỉ nơi cư trú và số điện thoại của các bạn bè); - Bản sao giấy tờ Việt Nam trước đây (chứng minh thư, hộ chiếu, giấy khai sinh, hoặc giấy tờ bất kỳ khác mà bạn cho là cần thiết); - Hai ảnh 4x6 nền xanh. Sau khi nhận hồ sơ, Đại sứ quán sẽ không gửi thông tin về các cơ quan ở Việt Nam nhưng sẽ liên hệ trực tiếp với bạn để thông báo kết quả ngay lập tức."
